fecha,cultivo,precio_s_ton,temperatura,precipitacion_mm,costo_transporte,nivel_plaga
2020-07-01,Esparrago,1841.08,21.0,4.0,148.7,0
2020-07-01,Esparrago,2029.93,18.5,3.9,152.4,2
2020-07-01,Esparrago,3070.11,20.9,4.1,137.0,2
2020-07-01,Esparrago,3381.64,21.3,1.5,128.1,0
2020-07-01,Esparrago,2734.97,21.6,6.7,134.3,0
2020-07-01,Esparrago,2247.62,20.6,4.2,141.5,0
2020-08-01,Arroz,1378.72,17.8,5.3,148.5,1
2020-08-01,Arroz,833.4,19.5,9.4,139.3,1
2020-08-01,Arroz,1236.14,21.6,4.0,162.9,1
2020-08-01,Arroz,1122.37,19.2,3.8,138.6,0
2020-08-01,Arroz,1132.5,21.9,4.4,133.2,0
2020-08-01,Arroz,1019.95,22.8,2.3,138.6,0
2020-08-01,Maiz,697.18,19.8,6.9,138.8,1
2020-08-01,Maiz,655.26,18.8,1.7,146.7,0
2020-08-01,Maiz,501.55,22.0,4.8,137.7,1
2020-08-01,Maiz,482.97,19.8,3.8,151.1,1
2020-08-01,Maiz,497.03,17.9,4.6,141.1,1
2020-08-01,Maiz,524.21,18.3,4.1,139.9,1
2020-08-01,Cebolla,280.66,18.5,2.9,137.9,0
2020-08-01,Cebolla,711.2,22.3,3.6,143.9,0
2020-08-01,Cebolla,852.64,20.6,3.4,131.2,1
2020-08-01,Cebolla,369.25,19.1,4.7,156.2,0
2020-08-01,Cebolla,743.88,18.4,6.1,159.9,0
2020-08-01,Cebolla,936.02,20.2,0.8,135.3,0
2020-08-01,Esparrago,1974.44,19.2,2.8,157.7,0
2020-08-01,Esparrago,1583.72,19.0,2.9,143.0,0
2020-08-01,Esparrago,1382.26,20.6,2.8,130.6,2
2020-08-01,Esparrago,2753.98,18.7,3.2,138.5,0
2020-08-01,Esparrago,2562.16,20.9,5.3,151.8,2
2020-08-01,Esparrago,2118.03,20.0,6.9,135.2,0
2020-09-01,Arroz,1384.71,21.0,4.3,138.2,0
2020-09-01,Arroz,1179.32,20.3,2.7,139.4,0
2020-09-01,Arroz,1180.69,19.4,2.8,144.2,1
2020-09-01,Arroz,1046.06,21.9,3.2,146.7,1
2020-09-01,Arroz,889.72,20.0,3.9,144.5,1
2020-09-01,Arroz,1027.05,21.2,6.4,149.3,1
2020-09-01,Maiz,553.92,18.4,3.6,131.9,0
2020-09-01,Maiz,687.01,20.2,2.4,141.7,0
2020-09-01,Maiz,812.36,21.5,4.8,139.5,0
2020-09-01,Maiz,803.09,20.1,5.7,144.9,0
2020-09-01,Maiz,616.49,19.0,1.2,149.7,0
2020-09-01,Maiz,535.79,21.9,4.6,140.7,2
2020-09-01,Cebolla,1172.37,21.4,5.9,129.7,0
2020-09-01,Cebolla,680.63,19.1,6.8,153.7,1
2020-09-01,Cebolla,995.53,21.6,5.0,147.2,1
2020-09-01,Cebolla,865.76,20.5,4.0,142.1,1
2020-09-01,Cebolla,663.6,21.8,3.7,152.3,0
2020-09-01,Cebolla,564.83,20.2,4.3,145.7,1
2020-09-01,Esparrago,1913.2,20.0,1.9,146.0,1
2020-09-01,Esparrago,2219.77,19.1,2.2,151.6,0
2020-09-01,Esparrago,1895.58,20.3,5.9,142.4,1
2020-09-01,Esparrago,3093.56,19.8,1.0,158.7,0
2020-09-01,Esparrago,1582.0,19.0,3.7,146.0,0
2020-09-01,Esparrago,2103.44,21.6,3.9,135.0,0
2020-10-01,Arroz,989.87,22.9,10.6,145.8,0
2020-10-01,Arroz,1155.39,23.9,9.0,147.1,0
2020-10-01,Arroz,1097.65,24.6,2.0,146.7,0
2020-10-01,Arroz,982.34,21.8,6.2,142.3,0
2020-10-01,Arroz,957.9,23.8,11.8,134.6,0
2020-10-01,Arroz,1482.67,22.8,10.2,151.8,0
2020-10-01,Maiz,594.28,25.6,4.1,155.0,2
2020-10-01,Maiz,546.44,21.1,8.2,143.9,1
2020-10-01,Maiz,571.09,22.0,5.4,134.4,0
2020-10-01,Maiz,713.18,23.6,5.4,132.2,0
2020-10-01,Maiz,679.42,22.3,7.4,154.5,0
2020-10-01,Maiz,571.94,24.1,8.0,137.0,0
2020-10-01,Cebolla,488.15,23.2,7.7,142.5,0
2020-10-01,Cebolla,429.23,22.9,9.8,147.0,1
2020-10-01,Cebolla,1110.44,25.0,3.4,142.5,1
2020-10-01,Cebolla,320.81,23.2,7.8,135.2,0
2020-10-01,Cebolla,769.03,22.9,9.3,139.1,0
2020-10-01,Cebolla,314.41,25.5,9.5,144.6,1
2020-10-01,Esparrago,2625.54,23.2,6.0,137.2,0
2020-10-01,Esparrago,3309.35,23.8,11.6,148.1,0
2020-10-01,Esparrago,2606.71,22.6,11.5,141.4,1
2020-10-01,Esparrago,2612.74,24.1,9.0,154.2,1
2020-10-01,Esparrago,3387.11,23.6,1.8,136.0,0
2020-10-01,Esparrago,1850.66,21.4,6.8,149.6,1
2020-11-01,Arroz,1373.88,23.3,5.3,148.4,1
2020-11-01,Arroz,1048.42,20.5,6.8,146.1,0
2020-11-01,Arroz,1042.26,21.7,8.6,149.2,1
2020-11-01,Arroz,953.83,21.6,9.5,137.8,0
2020-11-01,Arroz,810.24,26.3,9.0,134.6,2
2020-11-01,Arroz,1221.56,23.4,8.6,131.1,0
2020-11-01,Maiz,608.33,23.9,10.1,144.4,0
2020-11-01,Maiz,527.08,21.5,4.0,146.8,1
2020-11-01,Maiz,539.9,24.0,3.5,143.8,0
2020-11-01,Maiz,714.48,22.9,11.6,147.5,0
2020-11-01,Maiz,875.28,23.7,7.2,147.9,0
2020-11-01,Maiz,729.66,22.8,7.0,131.7,0
2020-11-01,Cebolla,508.11,23.6,5.6,148.0,0
2020-11-01,Cebolla,755.37,21.8,12.2,134.1,0
2020-11-01,Cebolla,1459.71,23.7,11.5,151.7,0
2020-11-01,Cebolla,854.23,22.0,7.9,135.3,1
2020-11-01,Cebolla,795.14,22.6,9.7,141.0,0
2020-11-01,Cebolla,873.02,23.9,9.7,127.2,0
2020-11-01,Esparrago,3121.89,22.5,2.4,141.1,0
2020-11-01,Esparrago,2383.5,23.6,2.5,154.7,0
2020-11-01,Esparrago,1867.99,22.3,4.8,164.8,0
2020-11-01,Esparrago,1924.17,21.5,5.2,144.9,0
2020-11-01,Esparrago,2022.92,24.1,7.9,143.8,0
2020-11-01,Esparrago,1953.59,22.2,6.1,145.1,0
2020-12-01,Arroz,1017.63,24.0,12.3,150.2,1
2020-12-01,Arroz,1226.53,21.7,8.5,144.3,1
2020-12-01,Arroz,1428.71,23.5,4.8,134.6,0
2020-12-01,Arroz,1299.48,22.6,13.8,148.0,1
2020-12-01,Arroz,1461.75,25.4,9.3,144.0,0
2020-12-01,Arroz,1388.76,21.9,8.4,143.4,0
2020-12-01,Maiz,581.18,21.3,3.8,142.1,0
2020-12-01,Maiz,559.94,22.5,7.7,147.1,0
2020-12-01,Maiz,594.21,23.3,7.2,144.1,0
2020-12-01,Maiz,680.17,26.6,4.9,143.5,1
2020-12-01,Maiz,806.33,23.7,6.8,145.9,0
2020-12-01,Maiz,765.44,20.8,2.7,147.1,0
2020-12-01,Cebolla,1243.17,21.4,8.3,164.4,0
2020-12-01,Cebolla,912.61,22.7,2.9,136.7,0
2020-12-01,Cebolla,1289.95,21.4,8.2,146.5,0
2020-12-01,Cebolla,530.01,23.2,3.8,139.9,1
2020-12-01,Cebolla,716.93,22.5,6.3,138.0,1
2020-12-01,Cebolla,700.34,20.7,2.7,140.1,1
2020-12-01,Esparrago,2275.41,23.7,6.0,151.2,0
2020-12-01,Esparrago,3411.97,22.3,3.2,160.6,1
2020-12-01,Esparrago,3352.11,24.2,3.1,152.5,0
2020-12-01,Esparrago,3191.09,24.2,9.7,150.2,1
2020-12-01,Esparrago,3401.4,24.8,10.0,159.9,2
2020-12-01,Esparrago,1658.25,23.1,6.4,148.1,0
2021-01-01,Arroz,814.97,28.2,55.4,128.4,2
2021-01-01,Arroz,1248.23,29.0,38.5,156.6,1
2021-01-01,Arroz,1350.8,29.3,25.0,152.8,1
2021-01-01,Arroz,1083.4,25.8,43.1,151.8,1
2021-01-01,Arroz,1403.93,26.7,19.9,153.3,1
2021-01-01,Arroz,1361.17,26.6,52.0,150.5,2
2021-01-01,Maiz,637.5,27.6,35.5,147.0,2
2021-01-01,Maiz,600.16,28.6,50.7,137.6,2
2021-01-01,Maiz,613.88,28.5,59.7,142.9,2
2021-01-01,Maiz,732.58,26.6,22.2,136.3,2
2021-01-01,Maiz,746.66,25.4,36.1,160.3,0
2021-01-01,Maiz,567.23,31.0,49.0,138.2,2
2021-01-01,Cebolla,763.36,26.5,24.1,145.9,2
2021-01-01,Cebolla,1092.98,27.5,34.3,143.2,2
2021-01-01,Cebolla,1343.18,29.3,43.2,140.4,1
2021-01-01,Cebolla,978.77,31.7,27.8,155.7,2
2021-01-01,Cebolla,659.29,26.6,29.7,150.8,2
2021-01-01,Cebolla,358.26,29.8,56.3,149.8,2
2021-01-01,Esparrago,3257.23,28.7,30.0,149.4,0
2021-01-01,Esparrago,2857.11,26.3,46.8,166.5,2
2021-01-01,Esparrago,3470.38,30.4,34.7,157.3,1
2021-01-01,Esparrago,2531.61,30.2,24.6,149.1,1
2021-01-01,Esparrago,1573.4,27.6,35.4,150.7,2
2021-01-01,Esparrago,1885.83,28.3,21.8,144.1,2
2021-02-01,Arroz,975.18,30.5,44.0,141.1,2
2021-02-01,Arroz,1318.45,28.0,27.0,144.9,1
2021-02-01,Arroz,913.26,28.1,58.5,157.2,2
2021-02-01,Arroz,1247.72,30.5,53.3,143.1,2
2021-02-01,Arroz,1258.11,26.8,16.2,133.6,0
2021-02-01,Arroz,932.97,30.2,19.1,141.5,1
2021-02-01,Maiz,767.88,27.9,60.1,131.7,1
2021-02-01,Maiz,733.17,30.8,42.4,132.5,1
2021-02-01,Maiz,819.58,28.2,39.1,141.2,2
2021-02-01,Maiz,923.59,26.0,43.8,145.9,0
2021-02-01,Maiz,711.91,29.2,27.9,148.0,2
2021-02-01,Maiz,660.11,29.1,16.4,153.2,2
2021-02-01,Cebolla,1045.69,28.5,45.6,145.0,1
2021-02-01,Cebolla,238.63,27.3,36.0,147.4,2
2021-02-01,Cebolla,876.18,26.5,27.4,147.8,2
2021-02-01,Cebolla,589.55,29.8,43.6,143.6,1
2021-02-01,Cebolla,735.04,26.5,17.4,148.3,0
2021-02-01,Cebolla,915.52,30.2,36.5,136.3,2
2021-02-01,Esparrago,2857.66,26.0,47.6,150.9,0
2021-02-01,Esparrago,3171.37,27.4,37.4,155.2,2
2021-02-01,Esparrago,3563.22,26.8,34.7,147.8,1
2021-02-01,Esparrago,1685.72,28.4,39.7,154.4,2
2021-02-01,Esparrago,2597.2,27.6,45.6,162.0,2
2021-02-01,Esparrago,1871.26,30.6,28.5,152.9,1
2021-03-01,Arroz,991.39,30.2,44.5,150.2,2
2021-03-01,Arroz,1051.58,28.1,48.4,175.8,1
2021-03-01,Arroz,1003.42,29.1,30.6,140.7,2
2021-03-01,Arroz,1216.36,26.9,39.5,161.5,1
2021-03-01,Arroz,1019.26,26.6,37.7,147.8,2
2021-03-01,Arroz,1452.1,30.7,57.6,144.7,1
2021-03-01,Maiz,551.43,29.4,33.1,152.1,2
2021-03-01,Maiz,602.72,29.6,23.7,143.6,1
2021-03-01,Maiz,541.45,29.5,59.2,143.1,2
2021-03-01,Maiz,935.61,30.2,19.9,150.6,1
2021-03-01,Maiz,793.45,30.2,46.5,141.7,0
2021-03-01,Maiz,729.1,27.5,24.6,155.0,1
2021-03-01,Cebolla,953.21,25.3,53.9,151.0,1
2021-03-01,Cebolla,467.9,27.2,40.9,169.8,1
2021-03-01,Cebolla,1118.5,27.4,34.7,140.3,1
2021-03-01,Cebolla,1091.68,30.4,31.4,155.5,0
2021-03-01,Cebolla,565.12,31.0,34.1,158.7,0
2021-03-01,Cebolla,746.99,26.9,39.6,145.3,2
2021-03-01,Esparrago,2026.52,29.6,38.8,144.4,0
2021-03-01,Esparrago,2353.99,28.5,29.5,154.6,2
2021-03-01,Esparrago,2000.01,28.2,55.6,147.3,2
2021-03-01,Esparrago,1972.12,28.5,26.8,148.8,1
2021-03-01,Esparrago,2237.34,27.0,23.3,157.0,2
2021-03-01,Esparrago,1827.0,30.3,19.6,153.3,2
2021-04-01,Arroz,1133.12,23.6,10.5,148.5,1
2021-04-01,Arroz,1122.68,24.9,15.3,146.5,0
2021-04-01,Arroz,952.87,23.9,9.2,151.3,0
2021-04-01,Arroz,986.32,22.1,6.2,130.3,0
2021-04-01,Arroz,1291.97,23.9,11.8,158.6,0
2021-04-01,Arroz,995.15,25.2,10.5,154.4,0
2021-04-01,Maiz,534.3,24.0,8.2,155.4,1
2021-04-01,Maiz,843.21,21.2,13.5,154.7,0
2021-04-01,Maiz,586.96,24.2,10.3,144.5,0
2021-04-01,Maiz,586.17,23.4,10.8,154.3,1
2021-04-01,Maiz,685.07,26.6,5.2,151.4,1
2021-04-01,Maiz,533.64,24.6,16.0,151.3,0
2021-04-01,Cebolla,624.93,22.4,10.7,169.5,0
2021-04-01,Cebolla,1173.39,22.4,8.8,167.6,0
2021-04-01,Cebolla,659.26,24.0,12.2,158.8,0
2021-04-01,Cebolla,974.23,23.0,10.1,145.6,0
2021-04-01,Cebolla,549.21,24.9,13.2,153.9,0
2021-04-01,Cebolla,602.15,25.4,17.9,166.0,2
2021-04-01,Esparrago,3873.31,24.1,12.7,149.0,1
2021-04-01,Esparrago,3436.49,23.0,11.3,144.1,0
2021-04-01,Esparrago,2284.59,22.8,5.4,159.4,2
2021-04-01,Esparrago,2712.62,22.8,4.7,151.4,1
2021-04-01,Esparrago,1865.67,27.3,9.1,143.2,2
2021-04-01,Esparrago,2417.37,25.1,9.6,157.7,0
2021-05-01,Arroz,812.87,22.9,9.3,168.2,0
2021-05-01,Arroz,1040.6,23.3,3.6,158.8,1
2021-05-01,Arroz,745.07,24.1,15.9,142.6,2
2021-05-01,Arroz,842.87,23.0,5.7,156.3,0
2021-05-01,Arroz,1269.93,22.9,9.7,159.6,0
2021-05-01,Arroz,1134.22,24.1,8.1,148.1,2
2021-05-01,Maiz,787.84,22.4,14.9,169.7,1
2021-05-01,Maiz,692.52,24.9,6.7,162.3,1
2021-05-01,Maiz,862.26,24.9,7.1,151.7,0
2021-05-01,Maiz,687.89,22.7,9.9,149.8,0
2021-05-01,Maiz,469.19,25.7,4.3,150.1,2
2021-05-01,Maiz,575.95,23.0,15.4,162.6,0
2021-05-01,Cebolla,335.12,25.5,13.0,154.9,1
2021-05-01,Cebolla,618.49,22.5,12.2,158.6,0
2021-05-01,Cebolla,1140.75,25.5,11.5,148.3,0
2021-05-01,Cebolla,509.27,25.4,16.9,151.2,0
2021-05-01,Cebolla,457.91,24.4,10.0,166.4,1
2021-05-01,Cebolla,968.16,24.9,7.7,159.0,0
2021-05-01,Esparrago,3739.93,22.9,10.6,155.2,0
2021-05-01,Esparrago,1908.71,25.6,14.7,156.5,1
2021-05-01,Esparrago,3843.68,21.6,14.4,150.3,1
2021-05-01,Esparrago,2849.27,24.4,14.1,158.6,1
2021-05-01,Esparrago,4337.34,21.8,15.2,162.7,0
2021-05-01,Esparrago,2764.2,21.8,3.7,162.8,0
2021-06-01,Arroz,997.32,25.6,8.2,145.7,0
2021-06-01,Arroz,1187.87,22.9,10.2,140.3,0
2021-06-01,Arroz,996.53,21.2,4.8,154.5,1
2021-06-01,Arroz,750.35,24.5,10.0,164.5,0
2021-06-01,Arroz,1306.15,25.4,9.3,159.3,0
2021-06-01,Arroz,989.72,22.0,12.3,152.9,0
2021-06-01,Maiz,654.39,21.6,9.1,157.7,0
2021-06-01,Maiz,754.33,23.5,13.0,158.7,2
2021-06-01,Maiz,843.6,27.1,9.6,156.1,1
2021-06-01,Maiz,833.34,24.9,5.8,171.0,2
2021-06-01,Maiz,748.08,23.9,12.6,160.2,0
2021-06-01,Maiz,677.67,22.5,10.6,154.6,0
2021-06-01,Cebolla,917.91,26.4,12.1,147.5,1
2021-06-01,Cebolla,1269.28,22.4,10.5,152.3,0
2021-06-01,Cebolla,892.99,22.2,5.8,165.8,1
2021-06-01,Cebolla,452.01,23.7,12.7,148.0,2
2021-06-01,Cebolla,396.54,23.3,5.2,155.8,0
2021-06-01,Cebolla,847.39,23.3,17.3,155.5,0
2021-06-01,Esparrago,3334.27,24.0,9.1,155.2,0
2021-06-01,Esparrago,2644.03,24.8,6.1,159.0,0
2021-06-01,Esparrago,2826.23,23.4,9.9,154.7,0
2021-06-01,Esparrago,1919.51,24.3,14.4,173.5,0
2021-06-01,Esparrago,1599.91,25.2,9.3,163.1,2
2021-06-01,Esparrago,2596.87,21.8,6.3,150.3,0
2021-07-01,Arroz,1344.17,20.0,3.7,154.7,0
2021-07-01,Arroz,1285.12,19.8,3.3,147.8,1
2021-07-01,Arroz,1395.46,21.5,2.1,165.2,0
2021-07-01,Arroz,1294.43,19.0,4.3,142.4,0
2021-07-01,Arroz,869.35,20.3,5.0,156.3,0
2021-07-01,Arroz,1390.6,18.0,5.1,161.3,0
2021-07-01,Maiz,849.54,17.8,4.8,157.1,1
2021-07-01,Maiz,776.99,18.8,0.7,147.6,0
2021-07-01,Maiz,526.3,21.4,7.7,149.2,0
2021-07-01,Maiz,756.82,20.3,6.8,156.2,2
2021-07-01,Maiz,565.92,19.6,3.8,152.0,0
2021-07-01,Maiz,758.49,18.2,4.7,137.1,0
2021-07-01,Cebolla,289.51,21.4,5.5,158.2,0
2021-07-01,Cebolla,776.21,20.9,6.7,155.0,0
2021-07-01,Cebolla,793.06,20.3,2.7,155.3,1
2021-07-01,Cebolla,441.31,17.4,2.0,164.3,0
2021-07-01,Cebolla,708.0,20.0,3.7,154.2,0
2021-07-01,Cebolla,898.81,18.0,1.0,153.3,0
2021-07-01,Esparrago,2590.33,18.5,1.6,164.1,0
2021-07-01,Esparrago,2646.88,20.1,1.5,165.4,0
2021-07-01,Esparrago,1790.39,20.3,6.9,154.4,0
2021-07-01,Esparrago,3147.18,21.0,0.7,147.5,0
2021-07-01,Esparrago,2716.72,17.8,5.3,175.9,1
2021-07-01,Esparrago,2281.91,21.9,2.7,161.2,2
2021-08-01,Arroz,1251.06,22.1,2.8,165.5,0
2021-08-01,Arroz,1440.1,17.2,3.5,152.9,0
2021-08-01,Arroz,1040.01,21.3,5.8,150.8,0
2021-08-01,Arroz,1090.53,19.7,4.0,155.8,0
2021-08-01,Arroz,954.13,18.4,8.1,151.6,0
2021-08-01,Arroz,1214.95,19.9,2.5,157.1,0
2021-08-01,Maiz,674.2,18.3,1.9,151.0,0
2021-08-01,Maiz,736.6,21.1,4.4,152.4,0
2021-08-01,Maiz,608.63,19.6,3.3,164.3,1
2021-08-01,Maiz,601.14,17.9,2.8,160.8,0
2021-08-01,Maiz,547.73,18.7,4.0,160.1,1
2021-08-01,Maiz,635.11,18.6,4.0,157.7,1
2021-08-01,Cebolla,494.25,20.0,6.1,149.0,0
2021-08-01,Cebolla,805.01,19.3,6.0,134.3,0
2021-08-01,Cebolla,1193.63,19.5,3.9,167.7,0
2021-08-01,Cebolla,834.7,19.0,3.0,156.4,0
2021-08-01,Cebolla,754.92,18.9,2.5,149.3,0
2021-08-01,Cebolla,1020.34,19.7,3.4,152.0,0
2021-08-01,Esparrago,3465.86,21.1,6.4,160.9,0
2021-08-01,Esparrago,2845.48,21.5,4.1,154.7,0
2021-08-01,Esparrago,2704.58,20.1,1.3,159.0,0
2021-08-01,Esparrago,2664.05,18.4,0.8,146.4,1
2021-08-01,Esparrago,3023.97,21.7,4.7,151.0,0
2021-08-01,Esparrago,3279.55,19.1,2.8,147.3,1
2021-09-01,Arroz,1024.78,18.7,2.4,159.8,0
2021-09-01,Arroz,1428.89,20.7,3.4,161.8,0
2021-09-01,Arroz,793.98,21.7,7.3,149.3,2
2021-09-01,Arroz,1162.14,19.7,0.8,164.3,1
2021-09-01,Arroz,1330.79,20.4,5.8,158.2,1
2021-09-01,Arroz,782.6,20.3,5.7,162.9,2
2021-09-01,Maiz,502.49,17.5,3.7,155.2,0
2021-09-01,Maiz,741.76,19.5,3.7,164.9,0
2021-09-01,Maiz,506.9,21.1,3.7,171.7,2
2021-09-01,Maiz,651.18,20.1,2.9,148.1,0
2021-09-01,Maiz,642.72,22.5,4.4,162.3,0
2021-09-01,Maiz,664.26,21.8,3.8,143.2,1
2021-09-01,Cebolla,758.32,21.3,6.9,161.5,0
2021-09-01,Cebolla,604.04,19.2,4.8,149.9,0
2021-09-01,Cebolla,459.19,20.7,1.5,165.7,0
2021-09-01,Cebolla,619.32,20.0,0.4,155.1,0
2021-09-01,Cebolla,351.14,20.4,2.6,164.1,0
2021-09-01,Cebolla,608.8,20.5,2.7,139.1,1
2021-09-01,Esparrago,3175.07,19.4,2.9,146.1,0
2021-09-01,Esparrago,2843.71,21.6,6.8,150.4,2
2021-09-01,Esparrago,3567.59,20.6,4.9,142.2,0
2021-09-01,Esparrago,2429.66,19.5,4.8,154.8,0
2021-09-01,Esparrago,1994.36,19.1,1.8,144.5,0
2021-09-01,Esparrago,1670.37,21.1,4.6,155.0,1
2021-10-01,Arroz,1469.58,23.2,5.1,155.8,0
2021-10-01,Arroz,1539.47,23.2,6.9,155.0,0
2021-10-01,Arroz,1341.14,22.4,2.8,146.3,0
2021-10-01,Arroz,1457.86,23.1,5.2,154.1,0
2021-10-01,Arroz,850.33,21.9,6.9,161.8,2
2021-10-01,Arroz,1446.76,22.2,4.1,153.5,1
2021-10-01,Maiz,765.64,20.3,11.7,164.7,2
2021-10-01,Maiz,886.72,25.8,10.3,154.7,0
2021-10-01,Maiz,698.73,24.4,4.8,157.1,1
2021-10-01,Maiz,616.63,22.5,8.9,155.7,0
2021-10-01,Maiz,747.69,22.0,10.0,173.4,1
2021-10-01,Maiz,610.65,22.4,4.9,157.2,1
2021-10-01,Cebolla,649.44,19.3,6.1,151.9,0
2021-10-01,Cebolla,660.43,21.9,4.3,169.4,0
2021-10-01,Cebolla,593.4,25.3,5.3,158.2,0
2021-10-01,Cebolla,1158.19,22.4,5.6,156.8,0
2021-10-01,Cebolla,590.07,21.2,4.7,161.4,1
2021-10-01,Cebolla,996.87,22.6,8.9,162.9,0
2021-10-01,Esparrago,2683.63,23.6,6.6,155.5,0
2021-10-01,Esparrago,2242.75,22.4,6.5,159.1,0
2021-10-01,Esparrago,1873.57,22.9,9.3,167.7,1
2021-10-01,Esparrago,2156.53,24.8,8.1,161.0,0
2021-10-01,Esparrago,2545.99,21.3,7.9,134.4,0
2021-10-01,Esparrago,1896.67,21.5,5.4,161.5,0
2021-11-01,Arroz,1274.7,25.7,8.8,159.8,0
2021-11-01,Arroz,913.51,21.4,5.1,154.9,0
2021-11-01,Arroz,977.63,23.3,6.7,158.1,0
2021-11-01,Arroz,1191.25,22.7,2.6,155.5,1
2021-11-01,Arroz,1211.15,24.0,8.2,158.2,0
2021-11-01,Arroz,1434.29,23.1,8.2,176.7,0
2021-11-01,Maiz,561.4,21.7,8.6,148.8,0
2021-11-01,Maiz,654.76,25.3,9.5,164.8,0
2021-11-01,Maiz,843.83,21.5,4.6,156.9,0
2021-11-01,Maiz,512.83,24.0,6.0,156.5,2
2021-11-01,Maiz,555.62,22.6,5.8,147.4,0
2021-11-01,Maiz,753.64,21.4,10.1,160.6,2
2021-11-01,Cebolla,1091.97,22.9,7.7,158.8,0
2021-11-01,Cebolla,641.21,22.5,3.6,155.8,0
2021-11-01,Cebolla,1543.8,19.9,1.4,157.9,0
2021-11-01,Cebolla,1260.94,23.7,9.0,144.2,0
2021-11-01,Cebolla,465.69,23.1,5.7,155.2,2
2021-11-01,Cebolla,971.36,25.4,6.2,141.6,1
2021-11-01,Esparrago,2119.15,20.7,3.4,155.5,0
2021-11-01,Esparrago,3656.59,24.0,2.4,148.5,0
2021-11-01,Esparrago,3374.13,21.3,10.1,161.2,0
2021-11-01,Esparrago,2918.99,21.7,3.1,153.4,0
2021-11-01,Esparrago,2687.67,22.9,11.1,162.7,0
2021-11-01,Esparrago,3073.46,23.7,5.9,174.1,0
2021-12-01,Arroz,945.93,24.6,8.3,137.5,0
2021-12-01,Arroz,895.0,22.9,12.2,151.1,0
2021-12-01,Arroz,1346.03,23.4,4.6,164.9,2
2021-12-01,Arroz,933.51,20.5,10.3,161.7,2
2021-12-01,Arroz,1473.36,22.4,8.9,171.5,0
2021-12-01,Arroz,1361.88,22.4,5.7,158.1,0
2021-12-01,Maiz,818.72,25.3,8.5,141.1,1
2021-12-01,Maiz,862.74,24.1,7.5,157.4,0
2021-12-01,Maiz,649.98,21.9,6.6,179.5,0
2021-12-01,Maiz,565.21,22.1,10.7,149.5,0
2021-12-01,Maiz,598.55,22.2,5.8,154.4,1
2021-12-01,Maiz,643.23,22.0,6.4,170.2,2
2021-12-01,Cebolla,511.48,23.9,9.9,159.3,0
2021-12-01,Cebolla,724.76,22.9,8.2,158.0,0
2021-12-01,Cebolla,1515.81,23.5,9.3,158.9,0
2021-12-01,Cebolla,1299.87,24.0,8.2,159.4,0
2021-12-01,Cebolla,694.99,24.8,4.7,165.1,1
2021-12-01,Cebolla,1145.98,21.6,6.6,158.4,1
2021-12-01,Esparrago,1928.2,20.7,4.8,155.0,2
2021-12-01,Esparrago,1385.71,23.4,9.0,159.0,2
2021-12-01,Esparrago,2693.6,21.5,6.4,158.5,2
2021-12-01,Esparrago,2511.64,21.6,2.2,157.7,0
2021-12-01,Esparrago,2045.82,24.2,3.4,167.5,0
2021-12-01,Esparrago,2343.39,23.6,6.0,163.3,0
2022-01-01,Arroz,1237.02,28.6,33.7,148.2,2
2022-01-01,Arroz,1029.51,28.1,57.4,168.4,2
2022-01-01,Arroz,819.69,29.6,32.6,153.6,2
2022-01-01,Arroz,1317.19,30.6,32.1,146.8,2
2022-01-01,Arroz,1204.0,28.0,51.3,170.2,1
2022-01-01,Arroz,1114.11,25.1,54.1,163.3,0
2022-01-01,Maiz,873.16,30.1,37.1,153.9,1
2022-01-01,Maiz,732.75,26.5,53.3,149.7,1
2022-01-01,Maiz,891.59,26.0,26.9,156.8,1
2022-01-01,Maiz,642.93,26.4,28.5,156.4,2
2022-01-01,Maiz,863.25,28.7,27.2,152.2,1
2022-01-01,Maiz,833.75,26.6,32.9,156.3,1
2022-01-01,Cebolla,1300.91,27.3,51.7,161.8,2
2022-01-01,Cebolla,883.24,26.4,22.2,160.7,2
2022-01-01,Cebolla,362.35,27.1,45.5,165.1,2
2022-01-01,Cebolla,837.79,31.4,27.0,174.9,2
2022-01-01,Cebolla,466.18,27.2,38.8,153.0,2
2022-01-01,Cebolla,1334.42,25.5,40.9,157.5,1
2022-01-01,Esparrago,1718.2,28.4,39.9,157.6,2
2022-01-01,Esparrago,2074.12,29.6,50.4,153.4,2
2022-01-01,Esparrago,3741.91,26.9,51.2,159.9,1
2022-01-01,Esparrago,3072.33,31.3,30.6,161.4,1
2022-01-01,Esparrago,3135.45,27.9,51.3,151.8,0
2022-01-01,Esparrago,3002.09,27.4,41.0,158.8,2
2022-02-01,Arroz,963.98,28.5,46.1,160.5,2
2022-02-01,Arroz,951.73,28.1,21.7,173.9,2
2022-02-01,Arroz,1375.28,27.3,27.3,159.1,0
2022-02-01,Arroz,968.31,29.9,58.4,167.7,2
2022-02-01,Arroz,1048.77,25.7,41.7,164.5,2
2022-02-01,Arroz,1227.45,29.1,45.0,177.3,2
2022-02-01,Maiz,809.98,29.1,50.0,150.1,2
2022-02-01,Maiz,481.31,29.0,18.1,158.4,2
2022-02-01,Maiz,560.86,28.4,43.0,166.2,2
2022-02-01,Maiz,654.7,30.7,30.1,169.2,1
2022-02-01,Maiz,595.23,31.0,32.0,166.0,2
2022-02-01,Maiz,749.31,26.8,21.6,158.3,2
